dish_id,dish_name,ingredients,instructions,tips,usage,cooking_time,servings,difficulty,image_url,url
11,Lẩu Sườn Khoai Môn,"Sườn non heo: 400g, Tỏi băm: 1M, Hành tím băm: 1M, Gừng: 1m, Khoai môn cao: 200g, Nước dừa tươi: 500ml, Sa tế: 1M","Sườn non heo rửa qua nước muối, để ráo nước, chặt khúc 2cm Sả đập giập Khoai môn cao chẻ dọc, cắt khúc 3cm. 🥣Ướp sườn với 1/2m tiêu, 1m đường, 1M Hạt nêm Aji-ngon® HEO, 1M nước mắm, 1M sa tế, 3 viên chao đỏ. Ướp 15 phút. Chiên rám mặt khoai môn. Phi thơm hành, tỏi, gừng, sả cho sườn vào xào săn, thêm 500ml nước dừa tươi, 500ml nước lọc, nấu 20 phút ở lửa vừa. Thêm khoai môn vào nấu đến khi khoai mềm.","💡 Dùng hạt nêm Aji-ngon Heo để món ăn đậm đà hơn., 💡 Chiên rám mặt khoai môn để nước lẩu sánh hơn., 💡 Dùng chao đỏ để màu sắc và mùi vị đặc trưng hơn.","Ăn kèm với cơm/ bún, rau muống/ cải bẹ xanh",35,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/06/lau-suon-khoai-mon.jpg,https://monngonmoingay.com/lau-suon-khoai-mon/
12,Canh Sườn Đậu Phộng Xá Bấu,"Sườn non heo: 300g, Đậu phộng sống: 50g, Bột năng: 1m","Xá bấu cắt lát mỏng, ngâm 15 phút qua nước muối pha loãng. Xả qua nước lạnh đến khi bớt mặn, vắt ráo nước. Ướp sườn heo 15 phút với: 1m bột ngọt Ajinomoto, 1m đường, 1m hạt nêm Aji Heo, 1/2m bột năng, 1m dầu ăn. Rang hành tím trong nồi đên khi thơm, cháy sém. Thêm dầu ăn, thịt sườn vào xào săn. Thêm xá bấu vào xào thơm. Thêm đậu phộng, 1,5L nước lọc, vớt bọt, nấu nhỏ lửa đến khi sườn, xá bấu, đậu phộng mềm. Nêm 1m hạt nêm Aji-ngon heo, 1m bột ngọt Ajinomoto. Nếm vị vừa ăn.","💡 Rang thơm hành tím để nước canh được thơm hơn., 💡Ngâm xá bấu với nước muối pha loãng, để phản ứng trung hòa giảm bớt độ mặn., 💡Ướp sườn với bột năng để sườn giữ được độ ẩm và độ ngọt.","Cho canh ra tô, thêm hành lá và ngò rí cắt nhuyễn và tiêu lên mặt. Ăn kèm với nước mắm sống tùy ý.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/07/canh-suon-dau-phong-xa-bau.jpg,https://monngonmoingay.com/canh-suon-dau-phong-xa-bau/
13,Bún Gạo Xào Thịt Bò,"Bún gạo khô : 200g, Thịt bò filet : 200g, Cà rốt cắt sợi : 50g, Bông hẹ : 50g, Cần tàu : 30g, Ớt sừng cắt sợi : 1 trái","Bún gạo ngâm vào nước ấm khoảng 15 phút cho mềm, vớt ra để ráo nước. Thịt bò cắt lát mỏng, ướp với 1M tỏi băm, 1m đường,1/2m bột ngọt AJI-NO-MOTO®, 1M nước tương “Phú Sĩ”, 1/2m tiêu và 1/2m bột năng, để thấm. Nấm đông cô cắt lát mỏng, bông hẹ và cần tàu cắt khúc 4cm. Khuấy đều hỗn hợp gia vị gồm: 1M đường, 1/2m bột ngọt AJI-NO-MOTO®, 2M nước tương “ Phú Sĩ” và 2M nước. Đun nóng dầu phi thơm tỏi, cho thịt bò vào xào nhanh tay, trút ra. Cho tiếp dầu vào phi tỏi, cho cà rốt, nấm vào xào nhanh, cho tiếp bông hẹ, cần tàu, ớt sừng vào, nêm 2M hỗn hợp gia vị và cho bún gạo vào, trộn nhanh tay cho các nguyên liệu đều nhau, nêm gia vị còn lại vào, xào 2 phút. Trút thịt bò vào chung, trộn đều. Tắt lửa.","Bún gạo ngâm nước nóng để có độ dai, không bị bở.","Múc thịt bò xào ra đĩa, thêm vài cọng ngò rí, rắc tiêu",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/12_BunGaoXaoThitBo_CQC6418.png,https://monngonmoingay.com/bun-gao-xao-thit-bo/
14,Gỏi Bắp Bò Rau Thơm,"Bắp bò : 500g, Ớt sừng cắt sợi : 1 trái, Tắc : 10 trái, Rau thơm các loại : 100g","Bắp bò luộc trong nồi áp suất có 1m hạt nêm Aji-ngon® và 2 cây sả đập dập khoảng 15-20 phút cho chín mềm, vớt ra ngâm qua nước lạnh, cắt lát mỏng. Hành tây cắt lát mỏng, ngâm trong nước đá. Cần tây bào vỏ, cắt lát xéo. Hành tím, sả cây cắt lát mỏng. Rau thơm rửa sạch, cắt đôi. Tắc cắt lát mỏng 3 trái. Còn lại vắt lấy 1.5M nước tắc. Đun sôi hỗn hợp nước mắm nấu gồm: 3M nước mắm và 3M đường (tỷ lệ 1:1), cho vào tủ lạnh. Pha nước trộn gỏi: trộn đều hỗn hợp gồm 4M nước mắm nấu, 2M Giấm gạo lên men LISA®, 1.5M nước tắc, 1M tương ớt, 1m tỏi băm và 1 trái ớt hiểm băm. Trộn chung cần tây, hành tây, rau thơm, hành tím, tắc cắt lát, sả, 2/3 bắp bò, ớt sừng cắt sợi với nước trộn gỏi và rắc mè rang lên.","Nấu nước mắm và đường trước để đường dễ tan., Luộc bắp bò trong nồi áp suất giúp bắp bò mau mềm, tiết kiệm thời gian và giữ được độ ngọt của thịt bò.","Bày 1/3 bắp bò còn lại xung quanh dĩa, cho gỏi vào giữa, ăn kèm bánh phồng tôm.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/GoiBapBoRauThom_CQC8415.png,https://monngonmoingay.com/goi-bap-bo-rau-thom/
15,Bắp Bò Kho Chua Ngọt,"Bắp bò : 500g, Dừa xiêm tươi : 1 trái, Gừng băm : 1m, Ớt hiểm băm : 1M","Thịt bò cắt khối vuông 4cm, ướp thịt với 1/2m muối, 1/3m tiêu, 1m tỏi, để 30 phút cho thấm. Rau răm cắt nhuyễn. Sả đập dập, cắt khúc. Đậu phộng giã nhuyễn. Đặt nồi nước dừa xiêm lên bếp, cho thịt và sả cây vào nấu cho thịt thật mềm (dùng nồi áp suất mất khoảng 20 phút). Tiếp tục cho chao vào nồi, thêm 2m gừng băm,1M đường và 2M giấm gạo lên men LISA, đậu phộng rang và ớt băm nấu sôi. Tắt bếp rồi cho rau răm vào.","Nấu bò với nước dừa tươi tạo vị ngọt tự nhiên cho món ăn., Dùng chao tạo hương vị độc đáo cho món ăn., Tắt lửa mới cho rau răm vào để giữ màu xanh và hương thơm đặc trưng của rau răm.","Cho thịt ra dĩa, trang trí rau răm và đậu phộng lên trên, dùng nóng.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/6_CQC1470_BapBoKhoChuaNgot.png,https://monngonmoingay.com/bap-bo-kho-chua-ngot/
16,Bò Áp Chảo,"Thịt thăn bò: 250g, Măng tây: 100g, Khoai tây tươi (trước khi chiên): 200g, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản: 20g","Thăn bò ướp nguyên khối với 1M hành tỏi băm, 1m dầu, 1M Nước tương “Phú Sĩ”, 2m Hạt nêm Aji-ngon® HEO. Để thấm 5 phút. Măng tây bào vỏ, cà rốt chẻ dọc như ngón tay. Ướp măng tây và cà rốt với 1/4m muối, 1/4m tiêu, 1M dầu. Đem áp chảo cho vừa chín tới, thêm hành tây, cà chua bi trộn vừa héo bên ngoài. Khoai tây gọt bỏ vỏ, rửa sạch và cắt từng lát dày khoảng 1cm vừa ăn. Sau đó, ngâm trong nước muối pha loãng với vài giọt nước cốt chanh khoảng 15 phút để khoai không bị đen. Áp chảo thịt bò Áp chảo với 1M dầu ăn cho thịt bò se mặt cùng với đọt hương thảo, xong đậy vung 2 phút ➡️ Mở vung tắt lửa. Để thịt nguội, cắt lát mỏng. Áp chảo trứng gà chín lòng đào. Bày thịt ra dĩa, bên cạnh đặt trứng gà, cà rốt, măng tây, hành tây, cà bi, salad + 4M Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản. Chiên khoai tây Luộc khoai tây: cho một ít muối với nước đun sôi thì cho khoai tây vào khoảng 30 giây đến 1 phút. Tiếp đến cho khoai tây vào nước lạnh trong 5 phút rồi vớt ra để ráo nước (Khoai sẽ giữ được độ giòn sau khi chiên). Chiên khoai tây: Cho dầu ăn vào đun sôi mới cho khoai tây vào, chiên lửa vừa, trở mặt khoai tây đến khi chín vàng đều thì vớt ra đĩa lót thấm dầu.","Thêm lá hương thảo áp chảo giúp thịt bò thơm hơn., Sau khi áp chảo, có thể dút lò thịt trong 15 phút ở nhiệt độ 2300C để thịt săn và ngon hơn., Để thịt nguội rồi mới cắt để giữ nước ngọt., Chọn thịt bò khối bản to, đều, màu đỏ tươi xen lẫn những đường gân màu trắng và phần mỡ có màu vàng tươi.","Ăn kèm khoai tây chiên, bánh mì. Chấm thêm Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản., Món ăn ngon đi kèm: Salad rong nho",15,2,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/03/bo-ap-chao.jpg,https://monngonmoingay.com/bo-ap-chao/
17,Cơm Chiên Kim Chi,"Thịt bò fillet mềm: 200g, Trứng gà: 4 quả, Hành lá: 2 nhánh, Mè trắng rang: 1M, Tương ớt Hàn Quốc - Gochujang: 1M, Tỏi băm: 2M, Rong biển khô Hàn Quốc cắt sợi: 1M, Gừng băm: 1m","Cơm gạo Thái hạt dài nấu khô ráo dùng để chiên cơm. Thịt bò fillet mềm cắt khối 5mm. Kimchi cắt sợi ngang 3mm vắt ráo nước. Ướp thịt bò với 1m gừng, 1m Nước tương “Phú Sĩ”. Hành lá cắt nhỏ đầu lá để riêng. Trứng chiên ốp la. Phi thơm 1M tỏi với dầu ăn cho thịt bò vào xào chín tái trút ra để riêng. Thêm dầu vào chảo tiếp tục phi thơm phần tỏi còn lại với đầu hành.Thêm kimchi, bắp vào xào thơm, thêm3M tương ớt Hàn Quốc, nước kim chi hòa tan đều. Cho cơm, 1m Bột ngọt AJI-NO-MOTO®, 1M Nước tương “Phú Sĩ” vào trộn đều nếm vị vừa ăn, chiên lửa vừa đến khi hạt cơm rám mặt. Cho thịt bò, hành lá, dầu mè vào xốc đều.","Vắt ráo nước và xào kimchi trước để kimchi được thơm và không bị chua gắt., Cho nước kimchi vào để dễ hòa tan tương ớt hơn, trộn vào cơm sẽ đều hơn., Cho thêm dầu mè sau cùng để giữ được mùi thơm của dầu,tạo mùi đặc trưng món Hàn và hạt cơm sẽ bóng bẩy hơn.","Cho cơm ra chén, nén chặt, úp ngược ra đĩa cho trứng ốp la trên trên, rắc ít mè trắng rang và rong biển khô trên cùng. Dùng nóng, chan thêm nước tương tùy vị.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2023/12/com-chien-kim-chi.jpg,https://monngonmoingay.com/com-chien-kim-chi/
18,Thịt Bò Chiên Trộn Cải Mầm,"Cải mầm 3 màu: 80g, Chanh vàng: 1 quả, Tiêu: 1/3m, Mè rang: 2m, Tỏi băm: 1M","Mài vỏ chanh lấy 1m. Các loại rau củ cắt quả trám. Thịt bò ướp với 1/2M tỏi băm, 1m Nước tương “Phú Sĩ” GIẢM MUỐI. Tẩm Gia vị nêm sẵn Aji-Quick® BỘT TẨM KHÔ CHIÊN GIÒN vào thịt bò cho đều. Bắc chảo cho dầu đun nóng cho thịt bò vào chiên nhanh. Vớt ra cho lên giấy thấm dầu. 👩‍🍳 Xào rau củ: cho 1M dầu + 1,5m bơ đun nóng cho lần lượt các loại rau củ xào lửa to nhanh tay. Nêm gia vị: 1/3m tiêu, 1/2m Hạt nêm Aji-ngon® HEO, 1/2m đường, 1m + 1M Nước tương “Phú Sĩ” GIẢM MUỐI, 2M giấm. Tắt lửa, trộn vỏ chanh mài vào.","✅ Chiên thịt bò với lửa to vừa chín tới để thịt giữ được nước ngọt và không bị dai., ✅ Thêm vỏ chanh mài tạo hương vị đặc biệt cho món ăn., ✅ Xào rau củ với lửa lớn và nhanh để rau củ giữ được độ giòn","Bày rau mầm ra đĩa, để rau xào và thịt bò chiên lên trên, bày ngò rí, tiệu, rắc mè rang. Khi ăn chấm Nước tương “Phú Sĩ” GIẢM MUỐI+ ớt cắt lát.",5,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/05/thit-bo-chien-tron-cai-mam.jpg,https://monngonmoingay.com/thit-bo-chien-tron-cai-mam/
19,Mì Ý Bò Băm,"Mì Ý: 300g, Thịt bò bằm: 200g, Đậu Hà Lan: 100g, Cà rốt: 50g","Thịt bò ướp với 1/2m tiêu, 1m hạt nêm Aji-ngon Heo, 1M dầu hào, 1/2M nước tương Phú Sĩ và 2M nước lạnh, trộn bằng đũa cho thịt bò tơi, để thấm. Hành tây, cà rốt cắt hạt lựu. Luộc cà rốt, đậu Hà Lan trong nước sôi, sau đó vớt ra làm nguội nhanh bằng nước lạnh, để ráo nước. Luộc mì theo đúng thời gian trên bao bì. Vớt ra xả nước lạnh, để ráo nước. Trứng chiên ốp la. Làm nóng 1M bơ, cho hành tây vào xào, kế tiếp cho 1m tỏi băm vào, thêm thịt bò vào xào săn, nêm 1.5M xốt tương cà, 1m cà hộp, xào thêm khoảng 1 phút cho nước xốt thấm vào thịt bò. Sau cùng cho cà rốt, đậu Hà Lan và mì Ý vào đảo đều.","Thêm ít nước khi ướp để thịt bò không bị khô và dễ tơi ra khi xào., Để kiểm tra độ chín, ta vớt 1 sợi mì lên bẻ gãy, nếu nhìn thấy có tim nhỏ cỡ đầu tăm bên trong sợi mì là được.","Cho mì Ý ra dĩa, xếp trứng chiên lên trên, trang trí với ngò tây. Bắt xốt Mayonnaise Ajimayo vị nguyên bản lên mặt.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/09/my-y-bo-bam-8.jpg,https://monngonmoingay.com/mi-y-bo-bam/
20,Sườn Bò Hầm Đậu Phộng,"Đậu Hà Lan hạt: 100g, Hành tây bi: 50g, Nước dừa tươi: 1 trái, Rau gia vị: 50g, Dầu ăn: 10g","Ướp sườn bò với, 1.5 m hạt nêm, 1M hành tỏi băm, 1M Nước tương “Phú Sĩ”. Để thấm 30 phút. Bắc chảo cho 2M dầu cho sườn bò vào xào săn, thêm 3M cà paste, 1/2 hành tây bi vào. Tiếp theo cho đậu phộng, đậu Hà Lan vào. Nêm gia vị: 3m Hạt nêm Aji-ngon® HEO, 1m đường, thêm nước dừa tươi và nước sôi vào đậy vung om chín. Cho thêm cà rốt, và 1/2 hành tây bi vào nấu chín, thêm 2M nước bột năng, nước hơi sánh nhẹ là được.","Nên xào săn thịt sườn bò trước khi nấu thịt sẽ thấm vị và thơm ngon hơn., Nấu với lửa nhỏ và dậy vug để mó không bị mất nhiều nước., Có thể nấu bằng nồi áp suất giúp tiết kiệm thời gian.","Múc sườn bò om ra đĩa sâu lòng. Rắc rau nêm, ớt sừng cắt lát. Dọn kèm chén Nước tương “Phú Sĩ” và ớt cắt lát. Ăn kèm bánh mì., Ăn sáng – Ăn kèm: Bánh mỳ, Tráng miệng – Trái cây, Sữa – Cà phê",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/03/Suon-bo-om-dau-phong.jpg,https://monngonmoingay.com/suon-bo-om-dau-phong/
21,Bò Cuộn Rong Biển,"Bò xay: 200g, Thanh cua: 200g, Gói bột chiên giòn: 2M, Tiêu: 1m, Tỏi băm: 1m, Hành lá: 1 nhánh, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản: 20g","Hành tây cắt hạt lựu, hành lá cắt nhỏ. Thanh cua chẻ làm 3 theo chiều dọc. Rong biển, cắt làm 6. Trộn nhân: cho bò xay, hành tây cắt hạt lựu, 2M Aji-Quick® BỘT TẨM KHÔ CHIÊN GIÒN, 1/2m tiêu xay, 1M dầu ăn. Cuộn rong biển với nhân: Trải rong biển ra mâm, cho thịt đã ướp, thanh cua vào phần rong biển rồi cuộn lại như cuộn bò lá lốt. Cuộn lần lượt cho đến khi hết thịt. Áp chảo: Cho khoảng 1M dầu ăn vào chảo với lửa nhỏ, khi dầu nóng thì cho lần lượt từng cuốn rong biển vào áp chảo. Quan sát thấy thịt bò thơm lên và rong biển co lại thì trở mặt, áp chảo cho đến khi cuộn rong biển vàng đều ( khoảng 5 phút ). Pha sốt: Cho vào tô 3M Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, 1M Nước tương “Phú Sĩ”, 1/2m tỏi băm nhuyễn, 1/2m tiêu rang thơm giã nhuyễn. Dầu hành: 2M cho hành lá cắt nhỏ vào chén, thêm 1M dầu ăn nóng vào.","Chọn thịt bò xay có lẫn mỡ sẽ giúp món ăn ngon hơn., Dùng gói gia vị nêm sẵn Aji-Quick® BỘT TẨM KHÔ CHIÊN GIÒN bước trộn nhân giúp món ăn tăng hương vị, ngon hơn.","Xếp xà lách lên dĩa, cho cuộn rong biển vào, rắc đậu phông rang giã lên trên, rưới thêm dầu hành. Chấm kèm với Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản Nước tương “Phú Sĩ”., Món ăn ngon đi kèm: Súp cồi điệp rau củ",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/03/bo-cuon-rong-bien.jpg,https://monngonmoingay.com/bo-cuon-rong-bien/
22,Bánh Rán Burger Bò,"Thịt bò xay: 200g, Hành tây: 30g, Cà chua: 1 trái, Tỏi băm nhuyễn: 1m, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản: 1M","Hành tây băm nhuyễn. Cà chua cắt lát mỏng. Xà lách rửa sạch. Thịt bò trộn đều với hành tây, tỏi, ướp 1m Hạt nêm Aji-ngon® HEO, 1 ít tiêu, 1m bột năng, 1m nước tương “Phú Sĩ”, 1/2m dầu mè, để thấm. Tạo hình thành bánh tròn đường kính 8cm. Làm nóng ít bơ lạt, áp chảo thịt bò chín đều. Làm bánh rán: Pha 1 gói Bột bánh rán pha sẵn vị truyền thống với 1/3m muối và 160ml nước. Làm nóng chảo, sau đó hạ nhiệt bằng khăn ướt, cho hỗn hợn bánh rán vào chảo tạo hình tròn, đợi khoảng 2 phút cho bánh vàng đều 1 mặt, lật bánh lại và áp chảo thêm 1 phút đến khi bánh chín đều, tiếp tục làm đến khi hết bột.","💡 Thêm 1 ít bột năng vào nhân thịt bò để thịt bò không bị khô và có độ kết dính sau khi áp chảo., 💡 Thêm 1 ít muối vào bột bánh rán để bánh có vị đậm đà hợp với nhân mặn., 💡 Sử dụng Bột bánh rán pha sẵn vị truyền thống để tiết kiệm thời gian.","Phết Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản lên 1 mặt bánh, xếp xà lách, cà chua và thịt bò lên 1 miếng bánh, thêm MY & tương ớt, kẹp 1 lát bánh rán khác lên trên và thưởng thức.",5,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/06/banh-ran-buger-bo.jpg,https://monngonmoingay.com/banh-ran-burger-bo/
23,Lẩu Vịt Hầm Sả,"Nước dừa tươi: 2 trái, Măng chua: 300g, Nấm rơm: 100g, Gừng băm: 1M, Tỏi băm: 2M, Sả băm: 2M, Màu dầu điều: 1m","Vịt làm sạch, tẩy mùi lông bằng rượu trắng và gừng, chặt miếng hơi to, ướp với 1M gừng băm, 2M sả băm, 1M tỏi băm 1m ớt băm, 1m bột ngọt AJI-NO-MOTO®, 3M Giấm gạo lên men, 1M đường, 2m hạt nêm Aji-ngon® Heo. Để thấm 15 phút. Măng chua sả sạch, vắt ráo. Nấm ngâm rửa sạch, khứa chữ thập đầu nấm hoặc cắt đôi. Sả cây đập giập, cắt khúc. Rau om, ngò gai, húng quế cắt nhỏ. Đong nước dừa tươi và nước cho đủ 2.5 lít để nấu lẩu. Đun nóng 2M dầu ăn, phi thơm tỏi băm và sả cây, cho vịt vào xào săn, cho tiếp nấm rơm, măng chua xào chung cho thơm, cho nước dừa tươi và nước vào, 2M dầu điều, nêm 2m hạt nêm Aji-ngon® Heo, 1/2 chén Giấm gạo lên men, 1M đường, 1m bột ngọt AJI-NO-MOTO®, 2M dầu điều, nấu đến khi thịt vừa mềm, nêm thêm 2M nước mắm, nếm vị vừa ăn. thêm 1/2 lượng rau nêm.","Ướp vịt hơi đậm để sau khi nấu miếng vịt có vị vừa ăn, không bị nhạt., Xào săn thịt vịt kĩ với các gia vị để thấm trước khi cho nước vào, giúp món ăn thơm hơn., Khử mùi lông vịt với gừng và rượu trắng để vịt không bị hôi lông.","Múc nước ra nồi lẩu, thêm rau nêm còn lại. Ăn kèm với bún, rau, chấm với nước mắm mặn và ớt cắt lát.",35,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/12/lau-vit-ham-sa-880.jpg,https://monngonmoingay.com/lau-vit-ham-sa/
24,Vịt Kho Riềng Ớt Khô,"Vịt: 600g, Riềng: 50g, Ớt trái khô: 10g, Tỏi băm: 2M, Hành tím băm: 1M, Nước me cô đặc: 3M, Dừa: 1 trái, Hành lá: 2M","Vịt chặt miếng vừa ăn (2cm), ướp vào 3M nước mắm, 2M màu dầu điều, 1/2M bột ngọt AJI-NO-MOTO®, 1M hạt nêm Aji-ngon® Heo, trộn đều, để 20 phút cho thấm vị. Ớt khô ngâm qua nước để ráo. Riềng cắt lát, đập dập. Làm nóng dầu cho riềng, hành tím, tỏi băm và ớt khô vào phi thơm, tiếp theo cho vịt vào xào săn, rồi cho 3M nước me, nước dừa vào, thêm nước sôi đến sấp mặt thịt rồi đảo đều, kho lửa nhỏ đến khi vịt mềm, tắt lửa, cho hành lá lên trên.","💡Cho nước me vào món vịt kho tạo vị chua nhẹ cho món ăn, làm cho vịt săn, mau mềm và giòn hơn, 💡Dùng riềng và ớt khô kho vịt tạo hương vị mới lạ cho món ăn., 💡Rửa phần da vịt bằng rượu trắng và gừng giã nhuyễn để loại bớt mùi tanh của vịt.",Múc vịt ra dĩa dùng nóng với cơm.,15,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/12/vit-kho-rieng-ot-kho-8.jpg,https://monngonmoingay.com/vit-kho-rieng-ot-kho/
25,Vịt Nấu Cơm Rượu,"Hành tím băm nhuyễn: 2M, Rau cải con: 200g, Nước dừa tươi: 500ml, Bột nghệ: 1m, Bột ngọt AJI-NO-MOTO®: 1m, Nước mắm: 1m, Muối: 1m, Hạt nêm Aji-ngon® GÀ: 1m","Hành tím băm nhuyễn, gừng giã giập, rau cải con rửa sạch, hành lá cắt nhỏ Thịt vịt xiêm rửa qua gừng giã giập, muối và rượu trắng, để ráo nước Dùng dao khứa nhẹ vài đường trên phần da vịt, chiên áp chảo ở lửa lớn cho vịt ra bớt mỡ, chặt khúc 3cm. Ướp vịt với 1M hành tím băm, 1m gừng đập giập, 1m nước mắm, 1m muối, 1m Bột ngọt AJI-NO-MOTO® , 1/2 chén cơm rượu (có cả cái) tán nhỏ, uớp 25 phút cho thấm gia vị Phi thơm hành tím, cho thịt vịt vào xào săn ở lửa lớn. Thêm 500ml nước dừa và nước lọc và nêm thêm 1m Hạt nêm Aji-ngon® GÀ, nấu ở lửa nhỏ đến khi vịt mềm. Thêm 1/2 chén cơm rượu còn lại, nấu thêm 5 phút.","💡Chọn vịt xiêm, thịt dày và ngon hơn.; 💡Áp chảo vịt ở lửa lớn để bỏ bớt mỡ vịt.; 💡Rửa vịt qua rượu, gừng, muối để thịt vịt thơm hơn.","Cho bún ra tô, thêm cải con trên mặt, hành lá, chan nước vừa xăm xắp mặt bún. Dùng nóng. Có thể ăn kèm bánh mì, bánh hỏi tùy thích.",35,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2024/06/vit-nau-com-ruou.jpg,https://monngonmoingay.com/vit-nau-com-ruou/
26,Vịt Kho Rau Củ,"Đùi vịt góc tư : 500g, Gừng giã nhỏ : 1M, Đậu que : 100g, Bắp non : 100g","Vịt chặt miếng vừa ăn ướp 1m Bột ngọt AJI-NO-MOTO®, 1/2m muối, 2M nước mắm, gừng giã, 1M caramel và 1M dầu điều, để thấm. Đậu que lặt sạch, cắt khúc 3cm, Cà rốt cắt miếng 1.5cm. Bắp non cắt đôi. Cho vịt lên bếp, xào sơ cho vịt săn lại, sau đó cho nước dừa vào kho lửa nhỏ cho vịt mềm, kho khoảng 15′ cho thêm nước và cà rốt vào, sau đó cho đậu que và bắp non. Tiếp tục kho đến khi thịt và rau củ mềm, tắt lửa.","Rửa sạch vịt với muối, rượu và gừng để khử mùi hôi lông., Cho đậu que và bắp non vào sau cà rốt để nguyên liệu chín đều.","Cho ra đĩa, trang trí ít ngò, dùng nóng với cơm.",40,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/2.jpg,https://monngonmoingay.com/vit-kho-rau-cu/
27,Vịt Lộn Xào Me,"Hột vịt lộn: 4 trái, Rau răm: 50g, Tỏi băm: 1M, Ớt sừng băm: 1M, Tương ớt: 2M, Hành phi: 1M, Đậu phộng rang: 2M","Vịt lộn luộc chín trong nước pha ít muối khoảng 15 phút, đậy vung, lửa vừa sau đó bóc vỏ, để ráo. Lăn vịt lộn luộc chín qua 2M bột khô Gia vị nêm sẵn Aji-Quick® Bột Chiên Giòn. Pha phần bột còn lại với nước, rồi nhúng vịt lộn qua hỗn hợp bột Aji-Quick® Bột Chiên Giòn đã pha, rồi chiên ngập dầu, vớt ra để riêng. Rau răm cắt nhỏ. Xào: Phi thơm 1M tỏi băm với 2M dầu ăn, cho nước me vào nấu lửa riu riu, nêm 1/2m bột ngọt AJI-NO-MOTO®, 2M tương ớt, 1.5M đường, 2M nước mắm, 4M nước, cho trứng vào đảo đều, đến khi nước sánh lại, thêm rau răm cắt nhỏ vào trộn đều.","Luộc hột vịt lộn với nước lạnh có ít muối để trứng có vị đậm đà hơn., Tẩm hột vịt lộn qua bột chiên giòn để trứng có độ giòn nhẹ và thấm xốt me., Tẩm qua bột khô rồi tẩm qua bột ướt giúp bột bám đều vào trứng.","Cho vịt lộn ra chén, rắc đậu phộng, rau răm, hành phi và ớt sừng băm lên trên. Dùng nóng.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/vit-lon-xao-me.jpg,https://monngonmoingay.com/vit-lon-xao-me/
28,Vịt Kho Ngũ Vị,"Đùi vịt góc tư: 500g, Hành tỏi băm: 3M, Ớt bột: 1m, Ớt hiểm: 2 trái","Khứa xéo vài đường trên da vịt, áp chảo phần da vịt cho tươm bớt mỡ. Chặt nhỏ miếng vịt, chỗ thịt dày xẻ dọc để dễ thấm gia vị. Ướp vịt với 1/2M đường, 1M hạt nêm Aji-ngon®, 1M hành tỏi băm, 1m ớt bột, 2M nước tương “Phú Sĩ”, 1m bột ngũ vị hương, để thấm. Sả: 1 cây cắt khúc 4cm, đập dập, 2 cây còn lại cắt mỏng, chiên vàng. Ớt hiểm đập dập. Đun nóng dầu ăn, phi thơm hành tỏi, xào vịt cho thật săn. Thêm sả cắt khúc, ớt hiểm, sau đó thêm 1M dầu hào, cho thêm nước mía và 1/2 chén nước kho lửa vừa đến khi thịt chín mềm, nước sanh sánh thì tắt lửa.","Chọn miếng thịt vịt to và dày thịt là vịt đã lớn, ngon hơn vịt còn non., Áp chảo da vịt để loại bớt mỡ trước khi chặt và ướp gia vị để miếng vịt đẹp và ngon hơn.","Múc vịt ra đĩa, rắc ít sả chiên lên trên. Dùng nóng với cơm. Có thể dùng với xôi hay bánh mì đều được.",30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG_0150_vit-kho-ngu-vi1.png,https://monngonmoingay.com/vit-kho-ngu-vi/
